titles,ranks,a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,genre,mp_rating,runtime,year,month
American Experience,90,217,59,Heidi Bub,Mai Thi Kim,Tran Tuong Nhu,"712,960",60,79,"Documentary,                        Musical & Performing Arts,                        Special Interest",R (for pervasive language including sexual lyrics.),80,2004,Nov
The Saddest Music in the World,91,"6,786",78,Isabella Rossellini,Mark McKinney,Maria de Medeiros,"559,351",80,78,"Comedy,                        Drama,                        Musical & Performing Arts,                        Special Interest",R (for some sexuality and violent images),99,2004,Apr
The Mother,92,"3,128",62,Anne Reid,Daniel Craig,Cathryn Bradshaw,"755,489",70,78,"Drama,                        Romance","R (for sexual content including graphic images of sexuality, language and brief drug use)",90,2004,May
Overnight,93,"4,362",71,Taylor Duffy,Troy Duffy,Gordon Clark,,60,78,"Documentary,                        Musical & Performing Arts,                        Television","R (for pervasive strong language, sexual references and some nudity)",81,2004,May
Tae Guk Gi: The Brotherhood of War,94,"22,062",93,Dong-gun Jang,Dong-Kun Jang,Bin Won,"900,994",33,79,"Action & Adventure,                        Art House & International,                        Drama",R (for strong graphic sequences of war violence),148,2004,Sep
Being Julia,95,"7,530",74,Annette Bening,Jeremy Irons,Michael Gambon,"7,652,647",94,76,"Comedy,                        Drama",R (for some sexuality),103,2004,Oct
It's All Gone Pete Tong,96,"17,225",88,Paul Kaye,Beatriz Batarda,Kate Magowan,,55,77,"Comedy,                        Drama","R (for pervasive drug and alcohol abuse, language and some sexual content/nudity)",90,2004,Jan
Bon Voyage,97,"4,307",75,Isabelle Adjani,Gérard Depardieu,Virginie Ledoyen,"2,284,747",73,76,"Art House & International,                        Comedy,                        Drama",PG-13 (for some violence),114,2004,Mar
Harold & Kumar Go to White Castle,98,"324,062",80,John Cho,Kal Penn,Paula Garcés,"18,225,165",109,74,"Action & Adventure,                        Comedy","R (for strong language, sexual content, drug use and some crude humor)",88,2004,Jul
Uncovered: The War on Iraq,99,284,69,Condoleezza Rice,David Kay,Dick Cheney,,37,77,"Documentary,                        Special Interest",NR,83,2004,Oct
Brother to Brother,100,"1,071",71,Anthony Mackie,Lawrence Gilliard Jr.,Larry Gilliard,,33,77,Drama,NR,90,2004,Nov
Finding Nemo,1,"33,356,069",86,Albert Brooks,Ellen DeGeneres,Alexander Gould,"380,529,370",258,99,"Animation,                        Comedy,                        Kids & Family",G,100,2003,May
The Lord of the Rings: The Return of the King,2,"34,678,501",86,Elijah Wood,Sean Astin,Ian McKellen,"364,000,000",249,94,"Action & Adventure,                        Classics,                        Science Fiction & Fantasy",PG-13 (for epic battle sequences and some scary images),201,2003,Dec
Lost In Translation,3,"336,322",85,Bill Murray,Scarlett Johansson,Giovanni Ribisi,"44,566,004",216,95,"Comedy,                        Drama,                        Romance",R (for some sexual content),102,2003,Sep
Capturing the Friedmans,4,"9,661",89,Arnold Friedman,Elaine Friedman,David Friedman,,146,97,"Documentary,                        Special Interest",R,107,2003,Jan
The Station Agent,7,"34,650",89,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,,147,95,"Art House & International,                        Comedy,                        Drama",R (for language and some drug content),90,2003,Oct
Sweet Sixteen,8,"7,988",87,Martin Compston,Annmarie Fulton,William Ruane,"201,010",84,97,Drama,"R (for pervasive strong language, drug content and some violence)",106,2003,May
Raising Victor Vargas,10,"5,940",83,Victor Rasuk,Judy Marte,Melonie Diaz,"1,965,981",104,96,"Art House & International,                        Comedy,                        Drama",R (for strong language),88,2003,Mar
American Splendor,12,"44,473",86,Paul Giamatti,Hope Davis,Judah Friedlander,"5,977,550",172,93,"Art House & International,                        Comedy,                        Drama",R (for language),100,2003,Aug
To Be and to Have (Etre et Avoir),13,"5,969",91,Georges Lopez,Alizé,Axel,,57,97,"Art House & International,                        Documentary,                        Drama,                        Special Interest",NR,105,2003,May
The Triplets of Belleville,14,"40,141",90,Jean-Claude Donda,Michel Robin,Monica Vegas,"6,798,854",135,94,"Animation,                        Art House & International,                        Comedy,                        Drama","PG-13 (for images involving sensuality, violence and crude humor)",81,2003,Nov
Festival Express,15,"4,153",84,The Grateful Dead,Delaney & Bonnie & Friends,The Band,"908,932",76,96,"Documentary,                        Musical & Performing Arts",R (for some language),85,2003,Nov
Dirty Pretty Things,16,"31,338",82,Chiwetel Ejiofor,Audrey Tautou,Sergi López,"7,953,388",132,94,"Art House & International,                        Drama,                        Mystery & Suspense","R (for sexual content, disturbing images and language)",107,2003,Jul
The Return,17,"9,458",93,Julie Walters,Neil Dudgeon,Pauline McLynn,,82,95,"Drama,                        Television",NR,98,2003,Oct
School of Rock,18,"32,784,107",64,Jack Black,Mike White,Joan Cusack,"81,200,000",178,91,Comedy,PG-13 (for some rude humor and drug references),116,2003,Oct
Lost in La Mancha,19,"16,159",77,Rene Cleitman,Terry Gilliam,Tony Grisoni,,93,94,"Documentary,                        Musical & Performing Arts,                        Television",R (for language),93,2003,Jan
"Spring, Summer, Fall, Winter...and Spring",20,"28,594",92,Oh Yeong-su,Oh Yeung-su,Kim Ki-duk,"2,105,230",91,94,"Art House & International,                        Drama",R (for some strong sexuality),102,2003,Sep
Shattered Glass,21,"22,871",79,Hayden Christensen,Peter Sarsgaard,Chloë Sevigny,"2,105,024",154,91,Drama,"PG-13 (for language, sexual references and brief drug use)",95,2003,Oct
The Best of Youth (La meglio gioventù),23,"7,717",98,Luigi Lo Cascio,Alessio Boni,Adriana Asti,,59,94,"Art House & International,                        Drama,                        Romance",R (for language and brief nudity),358,2003,Jun
The Magdalene Sisters,24,"13,312",89,Geraldine McEwan,Anne-Marie Duff,Nora-Jane Noone,,134,91,Drama,"R (for violence/cruelty, nudity, sexual content and language)",119,2003,Aug
Whale Rider,25,"49,834",88,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,"20,661,128",134,91,"Drama,                        Romance",PG-13 (for brief language and a momentary drug reference),105,2003,Jun
The Man on the Train (L'homme du train),26,"4,771",79,Jean Rochefort,Johnny Hallyday,Charlie Nelson,"2,316,487",104,92,"Art House & International,                        Comedy,                        Drama",R (for some language and brief violence),90,2003,May
Alien: The Director's Cut,27,"1,147",94,Sigourney Weaver,Tom Skerritt,John Hurt,,46,94,"Documentary,                        Television",R,117,2003,Oct
Cidade de Deus (City of God),28,"251,474",97,Alexandre Rodrigues,Leandro Firmino da Hora,Matheus Nachtergaele,,142,90,"Action & Adventure,                        Art House & International,                        Drama","R (for strong brutal violence, sexuality, drug content and language)",130,2003,Jan
In America,29,"34,690",91,Paddy Considine,Samantha Morton,Djimon Hounsou,"15,323,959",155,89,"Comedy,                        Drama","PG-13 (for some sexuality, drug references, brief violence and language)",103,2003,Apr
Mystic River,30,"203,009",89,Sean Penn,Tim Robbins,Kevin Bacon,"88,800,000",175,88,"Drama,                        Mystery & Suspense",R (for language and violence),137,2003,Oct
Baadasssss!,31,"4,940",84,Mario Van Peebles,Joy Bryant,T.K. Carter,"300,000",97,91,Drama,R (for pervasive language and some strong sexuality/nudity),109,2003,Sep
28 Days Later,32,"481,660",85,Cillian Murphy,Naomie Harris,Brendan Gleeson,"44,900,469",192,87,"Horror,                        Science Fiction & Fantasy","R (for strong violence and gore, language and nudity)",108,2003,Jun
Far From Heaven,33,"23,170",79,Julianne Moore,Dennis Quaid,Dennis Haysbert,"15,900,000",188,87,"Drama,                        Romance","PG-13 (for mature thematic elements, sexual content, brief violence and language)",107,2003,Apr
Saraband,34,"5,081",87,Liv Ullmann,Erland Josephson,Börje Ahlstedt,"478,554",77,91,"Art House & International,                        Drama,                        Television","R (for brief nudity, language and a violent image)",107,2003,Dec
Stevie,35,"2,650",88,Steve James,Stephen Fielding,Mike Wepsiec,,69,91,"Documentary,                        Special Interest",R (for language and descriptions of abuse),144,2003,Sep
I'm Not Scared (Io non ho paura),36,"7,263",87,Giuseppe Cristiano,Giulia Matturro,Giorgio Careccia,,89,90,"Art House & International,                        Comedy,                        Drama,                        Mystery & Suspense",R (for disturbing images and language),110,2003,Mar
Freaky Friday,37,"932,155",57,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,"110,180,505",132,88,"Comedy,                        Drama,                        Kids & Family",PG (for mild thematic elements and some language),96,2003,Aug
X2: X-Men United,38,"976,526",85,Hugh Jackman,Ian McKellen,Halle Berry,"214,813,155",205,85,"Action & Adventure,                        Science Fiction & Fantasy","PG-13 (for sci-fi action/violence, some sexuality and brief language)",134,2003,May
A Mighty Wind,39,"42,515",75,Christopher Guest,Michael McKean,Eugene Levy,"17,475,811",153,87,Comedy,PG-13 (for sex-related humor),87,2003,Apr
Kill Bill: Volume 1,40,"32,557,276",81,Uma Thurman,Lucy Liu,Vivica A. Fox,,195,85,"Action & Adventure,                        Mystery & Suspense","R (for strong bloody violence, language and some sexual content)",111,2003,Oct
Tokyo Godfathers,41,"13,677",91,Toru Emori,Aya Okamoto,Yoshiaki Umegaki,,60,90,"Animation,                        Art House & International,                        Comedy,                        Drama,                        Science Fiction & Fantasy","PG-13 (for thematic elements, violent images, language and some sexual material)",92,2003,Aug
Zatôichi (The Blind Swordsman: Zatoichi),42,"39,394",88,Takeshi Kitano,Michiyo Ohgusu,Gadarukanaru Taka,"584,553",109,87,"Action & Adventure,                        Art House & International,                        Drama",R (for strong stylized bloody violence),116,2003,Sep
In This World,43,"3,130",87,Jamal Udin Torabi,Enayatullah,Imran Paracha,,56,89,Drama,R (for brief strong language),88,2003,Sep
The Quiet American,44,"10,649",72,Michael Caine,Brendan Fraser,Do Thi Hai Yen,,133,86,"Drama,                        Mystery & Suspense,                        Romance",R (for images of violence and some language),118,2003,Feb
Master and Commander: The Far Side of the World,45,"140,782",80,Russell Crowe,Paul Bettany,James D'Arcy,"92,100,000",179,84,"Action & Adventure,                        Drama","PG-13 (for intense battle sequences, related images, and brief language)",137,2003,Nov
Elf,46,"908,238",78,Will Ferrell,James Caan,Bob Newhart,"173,400,000",158,84,"Comedy,                        Kids & Family,                        Special Interest",PG (for some mild rude humor and language),107,2003,Nov
The Cuckoo,47,"3,357",89,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,,56,88,"Art House & International,                        Comedy,                        Drama,                        Romance",PG-13 (sexual content and violence),99,2003,Jul
The Five Obstructions,48,"6,331",85,Lars von Trier,Jørgen Leth,Jacqueline Arenal,,53,88,"Art House & International,                        Documentary,                        Drama,                        Special Interest,                        Television",NR,90,2003,Nov
Bend It like Beckham,49,"469,608",73,Parminder Nagra,Keira Knightley,Jonathan Rhys Meyers,"32,441,165",129,85,"Comedy,                        Drama",PG-13 (for language and sexual content),112,2003,Aug
The Son,50,648,85,Olivier Gourmet,Isabella Soupart,Morgan Marinne,,50,88,"Art House & International,                        Drama",NR,103,2003,Jan
Funny Ha Ha,51,"3,187",63,Kate Dollenmayer,Christian Rudder,Myles Paige,,35,88,Comedy,NR,89,2003,Jan
Dracula: Pages From a Virgin's Diary,52,"2,733",73,Wei-Qiang Zhang,Zhang Wei-Qiang,Zhang Wei-Qiang,,54,87,"Drama,                        Horror,                        Musical & Performing Arts",NR,75,2003,May
Swimming Pool,53,"29,740",67,Charlotte Rampling,Ludivine Sagnier,Charles Dance,"9,942,554",127,84,"Art House & International,                        Drama,                        Mystery & Suspense","R (for strong sexual content, nudity, language, some violence and drug use)",103,2003,Jul
Pieces of April,54,"29,452",73,Katie Holmes,Patricia Clarkson,Oliver Platt,"2,400,000",125,84,"Comedy,                        Drama","PG-13 (for language, sensuality, drug content and images of nudity)",80,2003,Oct
Noi the Albino (Nói albínói),55,"6,307",85,Tómas Lemarquis,Throstur Leo Gunnarsson,Elín Hansdóttir,,46,87,"Art House & International,                        Comedy,                        Drama",PG-13 (for language and brief nudity),82,2003,Mar
Ten,56,"4,213",79,Abbas Kiarostami,Roya Arabshani,Mania Akbari,,45,87,"Art House & International,                        Documentary,                        Drama,                        Special Interest",NR,92,2003,Mar
